timestamp,event_type,token_id,reset_time_utc8
2025-11-01 04:22:10,SESSION-RESET-TRIGGER,TOKEN_2,2025-11-01 12:22:10
2025-11-01 04:22:20,SESSION-RESET-TRIGGER,TOKEN_2,2025-11-01 12:22:20
2025-11-01 09:19:21,SESSION-RESET-TRIGGER,TOKEN_2,2025-11-01 17:19:21
2025-11-01 09:19:32,SESSION-RESET-TRIGGER,TOKEN_2,2025-11-01 17:19:32
2025-11-01 14:17:00,SESSION-RESET-TRIGGER,TOKEN_2,2025-11-01 22:17:00
2025-11-01 14:17:07,SESSION-RESET-TRIGGER,TOKEN_2,2025-11-01 22:17:07
2025-11-01 23:18:41,SESSION-RESET-TRIGGER,TOKEN_2,2025-11-02 07:18:41
2025-11-01 23:18:59,SESSION-RESET-TRIGGER,TOKEN_2,2025-11-02 07:18:59
2025-11-02 04:24:30,SESSION-RESET-TRIGGER,TOKEN_2,2025-11-02 12:24:30
2025-11-02 04:24:39,SESSION-RESET-TRIGGER,TOKEN_2,2025-11-02 12:24:39
2025-11-02 09:18:42,SESSION-RESET-TRIGGER,TOKEN_2,2025-11-02 17:18:42
2025-11-02 09:18:54,SESSION-RESET-TRIGGER,TOKEN_2,2025-11-02 17:18:54
2025-11-02 14:17:07,SESSION-RESET-TRIGGER,TOKEN_2,2025-11-02 22:17:07
2025-11-02 14:17:15,SESSION-RESET-TRIGGER,TOKEN_2,2025-11-02 22:17:15
