timestamp,event_type,token_id,reset_time_utc8
2026-03-01 05:17:35,SESSION-RESET-TRIGGER,TOKEN_2,2026-03-01 13:17:35
2026-03-01 05:17:45,SESSION-RESET-TRIGGER,TOKEN_2,2026-03-01 13:17:45
2026-03-01 09:32:03,SESSION-RESET-TRIGGER,TOKEN_2,2026-03-01 17:32:03
2026-03-01 09:32:10,SESSION-RESET-TRIGGER,TOKEN_2,2026-03-01 17:32:10
2026-03-01 14:26:15,SESSION-RESET-TRIGGER,TOKEN_2,2026-03-01 22:26:15
2026-03-01 14:26:24,SESSION-RESET-TRIGGER,TOKEN_2,2026-03-01 22:26:24
2026-03-01 23:26:16,SESSION-RESET-TRIGGER,TOKEN_2,2026-03-02 07:26:16
2026-03-01 23:26:25,SESSION-RESET-TRIGGER,TOKEN_2,2026-03-02 07:26:25
2026-03-02 05:15:58,SESSION-RESET-TRIGGER,TOKEN_2,2026-03-02 13:15:58
2026-03-02 05:16:06,SESSION-RESET-TRIGGER,TOKEN_2,2026-03-02 13:16:06
2026-03-02 09:53:06,SESSION-RESET-TRIGGER,TOKEN_2,2026-03-02 17:53:06
2026-03-02 09:53:15,SESSION-RESET-TRIGGER,TOKEN_2,2026-03-02 17:53:15
2026-03-02 14:43:06,SESSION-RESET-TRIGGER,TOKEN_2,2026-03-02 22:43:06
2026-03-02 14:43:16,SESSION-RESET-TRIGGER,TOKEN_2,2026-03-02 22:43:16
2026-03-02 23:28:23,SESSION-RESET-TRIGGER,TOKEN_2,2026-03-03 07:28:23
2026-03-02 23:28:35,SESSION-RESET-TRIGGER,TOKEN_2,2026-03-03 07:28:35
2026-03-03 05:14:22,SESSION-RESET-TRIGGER,TOKEN_2,2026-03-03 13:14:22
2026-03-03 05:14:33,SESSION-RESET-TRIGGER,TOKEN_2,2026-03-03 13:14:33
2026-03-03 09:43:43,SESSION-RESET-TRIGGER,TOKEN_2,2026-03-03 17:43:43
2026-03-03 09:43:51,SESSION-RESET-TRIGGER,TOKEN_2,2026-03-03 17:43:51
2026-03-03 14:43:31,SESSION-RESET-TRIGGER,TOKEN_2,2026-03-03 22:43:31
2026-03-03 14:43:41,SESSION-RESET-TRIGGER,TOKEN_2,2026-03-03 22:43:41
2026-03-03 23:29:40,SESSION-RESET-TRIGGER,TOKEN_2,2026-03-04 07:29:40
2026-03-03 23:29:47,SESSION-RESET-TRIGGER,TOKEN_2,2026-03-04 07:29:47
2026-03-04 05:08:39,SESSION-RESET-TRIGGER,TOKEN_2,2026-03-04 13:08:39
2026-03-04 05:08:47,SESSION-RESET-TRIGGER,TOKEN_2,2026-03-04 13:08:47
2026-03-04 09:42:27,SESSION-RESET-TRIGGER,TOKEN_2,2026-03-04 17:42:27
2026-03-04 09:42:36,SESSION-RESET-TRIGGER,TOKEN_2,2026-03-04 17:42:36
2026-03-04 14:37:47,SESSION-RESET-TRIGGER,TOKEN_2,2026-03-04 22:37:47
2026-03-04 14:37:57,SESSION-RESET-TRIGGER,TOKEN_2,2026-03-04 22:37:57
2026-03-04 23:32:30,SESSION-RESET-TRIGGER,TOKEN_2,2026-03-05 07:32:30
2026-03-04 23:32:38,SESSION-RESET-TRIGGER,TOKEN_2,2026-03-05 07:32:38
2026-03-05 05:13:04,SESSION-RESET-TRIGGER,TOKEN_2,2026-03-05 13:13:04
2026-03-05 05:13:13,SESSION-RESET-TRIGGER,TOKEN_2,2026-03-05 13:13:13
2026-03-05 09:45:05,SESSION-RESET-TRIGGER,TOKEN_2,2026-03-05 17:45:05
2026-03-05 09:45:14,SESSION-RESET-TRIGGER,TOKEN_2,2026-03-05 17:45:14
2026-03-05 14:47:40,SESSION-RESET-TRIGGER,TOKEN_2,2026-03-05 22:47:40
2026-03-05 14:47:48,SESSION-RESET-TRIGGER,TOKEN_2,2026-03-05 22:47:48
2026-03-05 23:51:56,SESSION-RESET-TRIGGER,TOKEN_2,2026-03-06 07:51:56
2026-03-05 23:52:04,SESSION-RESET-TRIGGER,TOKEN_2,2026-03-06 07:52:04
2026-03-06 05:10:13,SESSION-RESET-TRIGGER,TOKEN_2,2026-03-06 13:10:13
2026-03-06 05:10:23,SESSION-RESET-TRIGGER,TOKEN_2,2026-03-06 13:10:23
2026-03-06 09:41:21,SESSION-RESET-TRIGGER,TOKEN_2,2026-03-06 17:41:21
2026-03-06 09:41:29,SESSION-RESET-TRIGGER,TOKEN_2,2026-03-06 17:41:29
